Title,Type,Volumes,Members,Score
"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga. ΑΩ",Manga,NULL,10975,6.85
MabuSasa,Manga,4,819,6.85
Bambi,Manhwa,1,603,6.85
Another Summer Knights,Manga,1,923,6.85
Isagi-Kojima,Manga,1,674,6.85
Zombie Romanticism,Manga,1,1724,6.85
Yoake Mae,Manga,1,1255,6.85
Koi to Natsu Tsubaki,Manga,1,1372,6.85
Wild☆Pitch,Manga,3,665,6.85
Akuma wa Sasayaku,One-shot,NULL,4803,6.85
Phone Addict,Manhwa,NULL,436,6.85
Ore to Ichino no Game Doukoukai Katsudou Nisshi,Manga,2,1834,6.85
Renai Senshi Shuravan,Manga,3,560,6.85
Koibana: Kono Yuuwaku niwa Katenai! Best 6,Manga,1,3943,6.85
Guruguru Meguru,Manga,1,1715,6.85
Netoge no Yome wa Onnanoko ja Nai to OmottaNULL,Manga,8,8103,6.85
Can I Take It BackNULL,Manhwa,NULL,978,6.85
Super Danganronpa 2: Nanami Chiaki no Sayonara Zetsubou Daibouken,Manga,3,1977,6.85
Yasei no Bara,Manga,1,1051,6.85
Mokuyoubi wa Kimi to Nakitai.,Manga,3,2071,6.85
Shuudan!,Manga,4,3422,6.85
Sabikui Bisco,Manga,4,1459,6.85
Basilis no Musume,Manga,4,1133,6.85
Klan,Manga,3,2135,6.85
Koutetsu Kishi Chevalion,Manga,4,576,6.85
Shizuko wa Ore no Yome,Manga,3,863,6.85
Bara to Dangan,One-shot,NULL,2432,6.85
Ikinokore! Shachiku-chan,Manga,NULL,1579,6.85
Moe Moe Darling,Manga,1,1639,6.85
Kamisama no Sumu Mori,One-shot,NULL,436,6.85
Shooting Girl,One-shot,NULL,325,6.85
"Sayonara, Otokonoko",Manga,3,632,6.85
Cosplay Deka,Manga,6,1701,6.85
Flying Bunny,One-shot,NULL,2786,6.85
Kitsune no Oyome-chan,Manga,NULL,1006,6.85
"Kage no Eiyuu no Nichijou-tan: Yuusha no Ura de Anyaku Shiteita Saikyou no Agent. Soshiki ga Kaitai Sareta node, Shoutai Kakushite Hitonami no Nichijou wo Ouka suru.",Manga,NULL,4607,6.85
Tensei Ningyohime wa Awa ni Natte Kietakunai,Manga,NULL,361,6.85
Yoru to Yakusoku,One-shot,NULL,415,6.85
Sareki Oukoku,Manga,1,1589,6.85
Audience with Her Majesty the Queen,Manhua,NULL,428,6.85
Chrono Monochrome,Manga,5,1243,6.85
Boku wa Imouto ni Koi wo Suru,Manga,10,8322,6.85
Clover no Kuni no Alice: Tokage no Hosakan,Manga,1,1318,6.85
Harukanaru Toki no Naka de,Manga,17,2227,6.85
Legend,Manga,NULL,7258,6.85
"17-sai, Kiss to Dilemma",Manga,4,7166,6.85
Josou Shounen Anthology,Manga,1,801,6.85
Game Yaru kara 100-en Kashite!,Manga,3,3971,6.85
Yakyuu Tengoku,Manga,1,354,6.85
Yaneura no Benjirou-san,Manga,1,231,6.85
Absolute Sword Sense,Manhwa,NULL,1493,6.85
Big Sister VS Big Brother,Manhwa,15,698,6.85
Scorching Romance,Manhwa,NULL,892,6.85
Slow Step,Manga,7,1659,6.85
Excel,Manhwa,4,371,6.85
I Was the Final Boss,Manhwa,NULL,2632,6.85
Satsui no Senki,Manga,2,916,6.85
Escort Warrior,Manhwa,NULL,624,6.85
Perfect Couple,Manhwa,3,739,6.85
Osomatsu-kun,Manga,34,899,6.85
Josei Danshi,Manga,5,2081,6.85
Seikimatsu Prime Minister,Manga,4,585,6.85
Sugars,Manga,1,421,6.85
Chikan Saresou ni Natteiru S-kyuu Bishoujo wo Tasuketara Tonari no Seki no Osananajimi datta,Light-Novel,NULL,977,6.85
Mai-Otome Arashi,Manga,1,1449,6.85
Oni-gokko,Manga,4,1154,6.85
Itsumo Misora,Manga,5,1640,6.85
Kyougaku Koukou no Genjitsu,Manga,7,2656,6.85
Bushido Sixteen,Manga,3,678,6.85
Cappuccino,Manga,1,3935,6.85
Mieru Hito,Manga,7,1293,6.85
"Nanji, Chikai no Kuchizuke wo...",Manga,2,869,6.85
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Spin-off sareta Ken",Manga,2,982,6.85
Kimi wa Toumei,Manga,1,1763,6.85
Shitsuren Pet to Juui-sama,Manga,NULL,499,6.85
Kiseijuu Reversi,Manga,8,2845,6.85
Otogizoushi,Manga,2,745,6.85
Vivid Cherry,Manga,1,3795,6.85
Momoten Musume,One-shot,NULL,484,6.85
Mari no Kakuu Sekai,One-shot,NULL,495,6.85
Snow in the Dark,Manga,1,2340,6.85
Full Moon ni Sasayaite,Manga,2,2017,6.85
Chounin A wa Akuyaku Reijou wo Doushitemo Sukuitai: Dobu to Sora to Koori no Himegimi,Manga,NULL,1802,6.85
Dansou no Partner,Manga,NULL,1013,6.85
Ruriiro de Kimi wo Kazatte,Manga,1,257,6.85
Okujou ni Saku Hana,Manga,1,577,6.85
Wolf-chan wa Sumashitai,Manga,NULL,1433,6.85
"Boukensha wo Kubi ni Natta node, Renkinjutsushi toshite Denao shimasu!: Henkyou KaitakuNULL Yoshi, Ore ni Makasetoke!",Manga,NULL,655,6.85
Silent Blue,Manga,1,1056,6.85
"Medete, Junjou",Manga,1,1879,6.85
Painting Warriors,Manhua,3,1274,6.85
Can't Take My Eyes Off You!,Manhwa,NULL,612,6.85
Anima Cal Livs,Manga,4,797,6.85
Pokerface,Manhwa,NULL,549,6.85
Blue Hole,Manga,2,900,6.85
Oldman,Manhua,4,3411,6.85
"Asa mo, Hiru mo, Yoru mo.",Manga,2,5872,6.85
Nagaraja,Manga,1,477,6.85
Kuroneko Kouhiiten,Manga,NULL,517,6.85
Hajimete no Ofuro.,Manga,1,1017,6.85
Hangyaku no Kage Tsukai,Manga,2,1273,6.85
Hinata 120%,Manga,3,616,6.85
Full Metal Panic! Another,Manga,6,1189,6.85
Ritou no Umi,Manga,1,1423,6.85
Scrap Heaven,One-shot,NULL,669,6.85
The Villain's Beloved Daughter,Manhwa,NULL,844,6.85
Revenge Wedding,Manhwa,NULL,1256,6.85
Boruto: Naruto Next Generations,Manga,NULL,109412,6.85
Akuma to Tsuki no Yoru,One-shot,NULL,3470,6.85
Futsutsuka na Oyako de wa Arimasu ga,Manga,11,3024,6.85
K-Dash,Doujinshi,4,950,6.85
Toriniku Club,Manga,1,673,6.85
Killing Bites,Manga,NULL,13359,6.85
"Benriya Saitou-san, Isekai ni Iku",Manga,NULL,6317,6.85
Akuyaku Reijou desu ga Kouryaku Taishou no Yousu ga Ijousugiru @comic,Manga,NULL,1142,6.85
Kedamono ni Lollipop,Manga,2,627,6.84
I do I do,Manhwa,15,910,6.84
009 Re:Cyborg,Manga,6,1082,6.84
Dainippon Tengutou Ekotoba,Manga,4,958,6.84
Class ga Isekai Shoukan sareta Naka Ore dake Nokotta n desu ga,Light-Novel,NULL,2091,6.84
Ichatsuki Taino,Manga,1,270,6.84
Angel Shop,Manhwa,4,793,6.84
"Yuusha Party wo Oidasareta Kiyoubinbou: Party Jijou de Fuyo Jutsushi wo Yatteita Kenshi, Bannou e to Itaru",Manga,NULL,682,6.84
Kantan na Enquete desu,Light-Novel,1,855,6.84
Kekkon no Jouken,Manga,1,340,6.84
Gotsugou Simulation,Manga,1,307,6.84
Last Order,Manga,NULL,484,6.84
Hikari no Machi,Manga,1,520,6.84
Kaijin Reijou,Manga,NULL,2102,6.84
Haikyo Circle,Manga,3,882,6.84
"Matsurika Kanriden: Koukyuu Nyokan, Kimagure Koutei ni Misomerare",Manga,NULL,785,6.84
Naisho no Mangaka Tonari no Yutori-san,Manga,2,785,6.84
Danganronpa 3: The End of Kibougamine Gakuen - Comic Anthology,Manga,1,485,6.84
Isekai de Skill wo Kaitai shitara Cheat na Yome ga Zoushoku Shimashita: Gainen Kousa no Structure,Light-Novel,NULL,707,6.84
Shin Slayers: Falces no Sunadokei,Manga,1,725,6.84
Megane na Kanojo,Manga,1,648,6.84
Shimoeda-san Chi no Akarui Shokutaku,Manga,1,1169,6.84
X: Kai,Manga,2,1087,6.84
Tonari no Koigataki: Wagamama Icchan Yowamushi Hiro-kun,Manga,2,4344,6.84
Nana-iro Kakumei,Manga,8,2401,6.84
Gekiga Yose: Shibahama,Manga,1,519,6.84
Warui Ko no Tame no Wasuremono Techou,Manga,1,659,6.84
Otokonoko Zukan,Manga,1,815,6.84
Watashi no Cinderella,Manga,1,956,6.84
Fujitsu Na Koibito,Manga,1,513,6.84
Tonari no Seki no Kobayashi-san.,Manga,NULL,1042,6.84
Yuujou Kakin Karman Gain,Manga,3,385,6.84
Kimi to Unmei ni Tsuite no Hanashi ga Shitai,Manga,1,244,6.84
Murabito desu ga Nani kaNULL,Light-Novel,NULL,704,6.84
Misato-san wa Amasugi Joushi ni Chotto Kibishii,Manga,NULL,568,6.84
Mujaki no Rakuen,Manga,13,12949,6.84
Youkoso Genkai Shuuraku e!,Manga,3,328,6.84
"Rock it, GiRL!!",Manga,2,2378,6.84
Pump Up,Manga,1,1940,6.84
Hatsukoi Izonshou,Manga,1,1076,6.84
The Soulless Duchess,Manhwa,NULL,2341,6.84
Yorugata Aijin Senmonten Blood Hound DX,Manga,1,5693,6.84
My Universe,Manhwa,NULL,461,6.84
Ohikkoshi,Manga,1,2882,6.84
Oasis Project,Manga,1,656,6.84
Ka-Non,Manga,1,408,6.84
Panic x Panic,Manga,2,571,6.84
Scary Campus College University,Manga,NULL,1152,6.84
Shisen no Saki ni,One-shot,NULL,486,6.84
Happy Mania,Manga,11,1246,6.84
Kyouhaku Dog's: Another Secret,Manga,7,1235,6.84
Silva.,Manga,2,702,6.84
Fantamir,Manhwa,3,427,6.84
Days on Fes,Manga,5,784,6.84
Amagami: Dreamy Forever,Manga,1,1418,6.84
"Akuyaku Reijou, Cecilia Sylvie wa Shinitakunai node Dansou suru Koto ni Shita.",Manga,NULL,1738,6.84
Honey*Buddy,Manga,1,2826,6.84
Secretary Out-of-Order,Manhwa,NULL,836,6.84
Hard Romantica,Manga,1,844,6.84
IS: Infinite Stratos 2 - Koushiki Anthology Comic,Manga,1,558,6.84
Mou Tamago wa Korosanai,Manga,1,476,6.84
Tenshi no Naka ni Akuma Ari,Manga,2,3089,6.84
Koi to Arashi to Hanadokei: Heart no Kuni no Alice - Wonderful Twin World,Manga,1,367,6.84
Kimi shika Iranai,Manga,2,1779,6.84
Yorimichi (2014),One-shot,NULL,858,6.84
Namae no Nai Kaibutsu: Kumo to Shoujo to Ryouki Satsujin,Manga,7,8283,6.84
Heaven's Door,Manga,1,2034,6.84
Croa Chimera,Manga,4,544,6.84
Kaiyuu no Mori,Manga,1,1063,6.84
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Girls Patch,Manga,1,983,6.84
Kare wa Kanojo ni Kawaru no de,Manga,NULL,378,6.84
Yuuko-san wa Miraretai,Doujinshi,2,857,6.84
Not So Bad,Manhwa,2,504,6.84
Unknown,One-shot,NULL,423,6.84
...Seishunchuu!,Manga,2,1362,6.84
Rockman X,Manga,3,609,6.84
Skull Man,Manga,7,1194,6.84
Hug!,Manga,1,463,6.84
Narue no Sekai,Manga,13,1883,6.84
Hidamari Starlight,Manga,1,354,6.84
Sunrise!,Manga,1,1594,6.84
Bokura wa Minna Ikiteiru!,Manga,3,1565,6.84
Hoarding in Hell,Manhwa,NULL,2586,6.84
Aku no Higan,Manga,4,4369,6.84
Count Over,One-shot,NULL,1987,6.84
My Sweet HoneyNULL,Manga,1,960,6.84
Noel no Kimochi,Manga,7,1057,6.84
Omokage wo Motomete,Manga,1,416,6.84
Shinju no Kusari,Manga,2,2828,6.84
Chi to Hai no Joou,Manga,NULL,823,6.84
Cyborg 009 Kanketsu-hen: Conclusion God's War,Manga,5,428,6.84
Soul Liquid Chambers,Manga,3,1242,6.84
Korokoro Soushi: Ooedo Kisou Tengai,Manga,1,794,6.84
Mahoromi: Jikuu Kenchiku Genshitan,Manga,4,1117,6.84
Hitokui,Manga,9,1782,6.84
Love All!,Manga,3,1040,6.84
Black Coffee,One-shot,NULL,2492,6.84
Isekai Kenkokuki,Manga,NULL,14347,6.84
Go Ahead,Manga,4,968,6.84
Kaijuu ni Natta Gay,Manga,1,261,6.84
Bluish,Manga,2,415,6.84
Toshishita Danshi♥Share House,Manga,1,436,6.84
Juuhime: Sincerely Night,Manga,4,523,6.84
He was Cool,Manhwa,3,1577,6.84
Herscherik: Tensei Ouji no Eiyuutan,Manga,2,800,6.84
Ani-Com,Manga,2,1408,6.84
Pixy Gale,Manga,2,732,6.84
Another 0,Manga,1,8224,6.84
Mashima-en,Manga,2,3935,6.84
Coppelion Site Story,Manga,NULL,448,6.84
Tekitou na Maid no Oneesan to Erasou de Ichizu na Bocchan,Manga,4,2160,6.84
Chicken Cutlet Princess,Manhua,2,1041,6.84
Reset,Manga,1,4941,6.84
Kyouko to Tousan,Manga,1,380,6.84
Suki. Dakara Suki,Manga,3,4052,6.84
Jigokuhen,Manga,1,5062,6.84
Pocha Musume wa Koakuma Move ga Yamerarenai,Manga,NULL,705,6.84
Hana no Koe,Manga,1,343,6.84
Jorge Joestar,Light-Novel,1,5917,6.84
Air Master,Manga,28,1534,6.84
All of Us Are Dead,Manhwa,5,816,6.84
Sugar na Papa to Salt na Musume,Manga,2,437,6.84
Ai wo Suteta Sheikh,Manga,2,586,6.84
To LOVE-Ru: Rito to Sayaka no Houkago,Manga,NULL,1035,6.84
Osuteki Darling,Manga,2,595,6.84
Aragane no Ko,Manga,NULL,2506,6.84
"Kore wa Ai de, Koi ja Nai",Manga,8,873,6.84
"Sarah, I'm Sorry: Welcome to Our Galaxy",Manhwa,NULL,263,6.84
Forever Mine,Manhwa,NULL,277,6.84
Dragon Knight,Manga,1,859,6.84
Chocolate BF,Manga,1,1310,6.84
100-man Volt no Kanojo,Manga,3,436,6.84
Kuusou Spin Flower,Manga,3,718,6.84
Lost Mouse Girl,One-shot,NULL,199,6.84
Sakura Buntsuu,Manga,1,1138,6.84
Marked By King Bs,Manhwa,NULL,427,6.84
Back Street Girls,Manga,12,7277,6.84
Senpai to Issho,Manga,1,639,6.84
Choujuu Gitan,Manga,2,405,6.84
Fairial Garden,Manga,5,461,6.84
Imitation Love,Manhwa,13,628,6.84
Gakuen K,Manga,4,1692,6.84
Heart no Diamond,Manga,3,3552,6.84
Tsuihousha Shokudou e Youkoso!,Light-Novel,NULL,438,6.84
Hyakkiyakou Juliet,One-shot,NULL,1574,6.84
Satsuki Complex,Manga,NULL,573,6.84
Return Survival,Manhwa,NULL,1446,6.84
Jumbor,Manga,NULL,1303,6.84
"Seijo ja Nakatta node, Oukyuu de Nonbiri Gohan wo Tsukuru Koto ni Shimashita",Manga,NULL,693,6.84
Toaru Meoto no Nichijou,Manga,3,1656,6.83
Emma to Hakushaku,Manga,2,464,6.83
Kimi dake ni Aisaretai,Manga,1,347,6.83
MT Pass,Manga,2,1194,6.83
Buster Keel!,Manga,12,5373,6.83
Dead Soul Revolver,Manga,3,816,6.83
Mongrel,Manga,4,833,6.83
"Nito no Taida na Isekai Shoukougun: Saijakushoku ""Healer"" nanoni Saikyou wa Cheat desu kaNULL",Manga,NULL,7423,6.83
Kannade,Manga,2,395,6.83
Daremo Shiranai Heya,One-shot,NULL,693,6.83
Oyajina! ~Chinatsu to Tomoe no Baai~,Manga,1,998,6.83
Yokubou to Koi no Meguri,Manga,5,394,6.83
Isekai Meikyuu no Saishinbu wo Mezasou,Manga,NULL,4896,6.83
Writing My Male Lead's Happily Ever After,Manhwa,NULL,878,6.83
Bernie no Enikki,Manga,1,542,6.83
Hiyumi no Inaka Michi,Manga,2,430,6.83
Gamers!,Manga,7,5088,6.83
Do Whatever You Want,Manhwa,7,391,6.83
Bokutachi Otokonoko,Manga,6,755,6.83
Renai Kowai,Manga,2,1253,6.83
"Chikotan, Kowareru",Manga,7,5209,6.83
Tokyo Mew Mew: 2020 Re-Turn♡,Manga,1,821,6.83
"Ikebukuro-hatsu, Zensekai-yuki!",Manga,4,3309,6.83
Urenai Mangaka to Sewayaki no Onryou-san,Manga,2,2746,6.83
Cherry Teacher Sakura Naoki,Manga,3,4580,6.83
SE,Manga,4,8880,6.83
Kyuusekai no Majo,One-shot,NULL,324,6.83
Reinouryokusha Odagiri Kyouko no Uso,Manga,NULL,685,6.83
Sensei no Kanojo,Manga,1,462,6.83
"Country Girl: ""TRianThology: Sanmenkyou no Kuni no Alice"" yori",Manga,2,718,6.83
my little world,Manga,1,347,6.83
Maoyuu Maou Yuusha: Comic Anthology,Manga,1,881,6.83
Sonna Koe Dashicha Iya,Manga,7,895,6.83
Gekijouban Pocket Monsters Diamond & Pearl: Dialga vs. Palkia vs. Darkrai,Manga,1,1231,6.83
Shiwa,Manga,1,770,6.83
Raku Mote,Manga,2,553,6.83
"Je t'aime, Café Noir",Manga,1,484,6.83
Cristo,Manga,1,1529,6.83
Idol Paradise,Manga,1,714,6.83
Isshou Hatarakitakunai Ore ga Classmate no Daininki Idol ni Natsukaretara,Manga,NULL,806,6.83
Kohinata-san Chi no Chounan wa Fukigen,Manga,1,1594,6.83
Zankyou,Manga,3,3796,6.83
Boku no Ojiichan wa Hen na Hanashi suru!,Manga,3,312,6.83
Illegal Rare,Manga,4,4793,6.83
From Dusk till Dawn,Manga,1,1243,6.83
Battle Club 2nd Stage,Manga,3,963,6.83
Machina,Manga,1,308,6.83
Boku x Kano,Manga,1,2184,6.83
"Ijiranaide, Nagatoro-san: Comic Anthology",Manga,1,350,6.83
Houkago Play R,Manga,1,733,6.83
Sword Art Online: Aincrad,Manga,2,17263,6.83
Live,Manga,1,367,6.83
Maruhi Renai Choukyou: Host Yuugi,Manga,1,358,6.83
Two Cups of Coffee,Manhwa,NULL,1088,6.83
Anata e no Tsuki,Manga,1,1053,6.83
Jagan wa Gachirin ni Tobu,Manga,1,982,6.83
Dr. Rurru,Manga,3,2747,6.83
"Miki-san, Daisuki desu!",Manga,3,4551,6.83
Persona Q: Shadow of the Labyrinth - Side:P3,Manga,2,1688,6.83
Aoba-kun ni Kikitai Koto,Manga,8,5109,6.83
Yuusen Shoujo: Plug-in Girl,Manga,3,3134,6.83
Nivawa to Saitou,Manga,3,946,6.83
Max Level Player,Manhwa,NULL,739,6.83
Yukiko no Hourensou,Manga,1,331,6.83
Yamikagishi,Manga,4,1700,6.83
Mizu ni Sumu Hana,Manga,5,1380,6.83
Tokyo Marble Chocolate,Manga,1,1278,6.83
Omae Allergy,Manga,NULL,858,6.83
Sequence,Manga,2,680,6.83
Mai Ball!,Manga,16,4027,6.83
Monster Musume no Oishasan,Manga,2,3208,6.83
Tenshi no Hane to Akuma no Shippo,Manga,2,1179,6.83
Boku no Yome no Ranbou na Aijou,Manga,1,833,6.83
Digimon Frontier,Manhua,3,1064,6.83
My Daughter Is a Dragon!,Manhwa,NULL,1419,6.83
Moshi Role Playing Game no Sekai ni SNS ga Attara,Manga,2,529,6.83
Iwakutsuki Bukken no Yakuro-san,Manga,1,3830,6.83
"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu",Manga,NULL,1179,6.83
Presents,Manga,3,493,6.83
Kimi wa Shinenai Haikaburi no Majo,Manga,2,1821,6.83
Chicchana Yukitsukai Sugar,Manga,3,1234,6.83
Doukyonin ga Kono Yo no Mon ja Nai,Manga,NULL,1342,6.83
Assassin's Creed: China,Manga,4,749,6.83
Getter Robo Devolution: Uchuu Saigo no 3-punkan,Manga,5,1319,6.83
Usagi-kun no Shitsukekata.,Manga,NULL,661,6.83
Watashi no Uchuu,Manga,2,380,6.83
Detarame Mousouryoku Opera,Manga,1,927,6.83
Re:LIVE,Manga,NULL,1748,6.83
Link no Bouken,Manga,1,522,6.83
Sheikh no Izanau Yoru ni,Manga,1,520,6.83
Ibara no Kanmuri,Manga,2,796,6.83
Estio,Manhwa,NULL,1924,6.83
Kain,Manga,3,504,6.83
"Genkaigoe no Skill wa, Tenseisha ni shika Atsukaenai: Over Limit Skill Holder",Manga,NULL,2281,6.83
Surviving a Rebel,Manhwa,16,407,6.83
Dr. Rabbit,One-shot,NULL,1401,6.83
Nanatsu no Taizai Production,Manga,4,1302,6.83
Yasashii Te,Manga,1,920,6.83
Cyber Blue,Manga,4,2382,6.83
6 no Trigger,Manga,4,2468,6.83
Kiss mo Shiranai Kuse ni,Manga,1,243,6.83
The Dark Mage's Return to Enlistment,Manhwa,NULL,1691,6.83
Kill la Kill,Manga,3,14790,6.83
"Akuyaku Reijou Route ga Nai nante, Dare ga Itta noNULL",Manga,NULL,1448,6.83
Hanakaku,Manga,4,1789,6.83
His Majesty's Secret Heroine,Manhwa,NULL,476,6.83
The Evil Princess Dreams of a Gingerbread House,Manhwa,NULL,873,6.83
Anata to Senya Ichiya,Manga,2,1284,6.83
Nande Koko ni Sensei ga!NULL,Manga,NULL,36776,6.83
Last Kiss,Manhwa,10,432,6.83
Honey Bunny!,Manga,2,850,6.83
Happiness,Manga,1,4419,6.83
Cross,One-shot,NULL,957,6.83
Genzo Hitogata Kiwa,Manga,5,699,6.83
Himitsu no Kaidan,Manga,2,511,6.83
Arifureta Gakuen de Sekai Saikyou,Manga,NULL,673,6.83
Ore no Koibito no Hanbun wa Junjou de Dekiteiru,Manga,1,386,6.83
Drag-On Dragoon: Utahime Five,Manga,3,1560,6.83
Sonna Kimochi ga Koi datta,Manga,1,780,6.83
Figure 17,Manga,2,591,6.83
Itoshi Kingyo,Manga,1,1170,6.83
Cheerful Days,Manga,2,476,6.83
Alabaster no Kisetsu,Manga,NULL,1087,6.83
Kokuhakubiyori,Manga,1,453,6.83
Bitter: Nakechau Koi Monogatari,Manga,1,1541,6.83
Kuro Tenkousei,One-shot,NULL,1287,6.83
Bride,Manhwa,NULL,738,6.82
F-Class Destiny Hunter,Manhwa,NULL,1128,6.82
Hiiragi-san Chi no Kyuuketsu Jijou,Manga,NULL,3196,6.82
Aishikata mo Wakarazuni,Manga,1,835,6.82
Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu,Manga,NULL,5276,6.82
Sendai Yuusha wa Inkyo Shitai,Light-Novel,NULL,682,6.82
"My Brother and Boyfriend, and He",Manhwa,10,571,6.82
Migawari Hakushaku to Himitsu no Nikki,Manga,1,516,6.82
Ore no Himegutsu wo Haitekure,Manga,3,5755,6.82
Aitte Yatsu wo Utatte Miyouka,Manga,1,495,6.82
Tokyo Mew Mew Olé​!,Manga,8,788,6.82
Ginrou Blood Bone,Manga,16,741,6.82
Bu Sha,Manhua,NULL,630,6.82
Vermillion,Manga,2,743,6.82
Shinigami Alice,One-shot,NULL,1281,6.82
340 Days,Manhwa,3,335,6.82
Seishun Trickers,Manga,1,1403,6.82
Ossan Boukensha Kane no Zenkou,Manga,NULL,3582,6.82
Vampire Kiss,Manga,1,510,6.82
Shokei Shoujo no Virgin Road,Manga,NULL,2723,6.82
"Kuro Tobi no Seija: Tsuihou sareta Kaifuku Jutsushi wa, Ariamaru Maryoku de Yami Mahou wo Kiwameru",Manga,NULL,1633,6.82
Don't Believe Her,Manhwa,8,431,6.82
Mint Chocolate,Manga,NULL,1114,6.82
Darenimo Ienai!,One-shot,NULL,1718,6.82
Kidou Senshi Gundam: Gyakushuu no Char - Beyond the Time,Manga,2,432,6.82
"Akatsuki!! Otokojuku: Seinen yo, Taishi wo Idake",Manga,25,857,6.82
Ibitsu,Manga,7,9569,6.82
I Tamed My Ex-Husband's Mad Dog,Manhwa,NULL,1385,6.82
Koibito wa Doukyonin,One-shot,NULL,1603,6.82
Kill Ao,Manga,NULL,2619,6.82
Kidou Senshi Gundam: Acguy Hokubei Oudan 2250 Miles,Manga,1,310,6.82
Gal Gamer ni Homeraretai,Manga,NULL,5729,6.82
Rettougan no Tensei Majutsushi: Shiitagerareta Motoyuusha wa Mirai no Sekai wo Yoyuu de Ikinuku,Light-Novel,NULL,1373,6.82
Unmei no Hito,Manga,1,292,6.82
Homura-sensei wa Tabun Motenai,Manga,5,1187,6.82
Youjo Life!,Manga,NULL,729,6.82
Ojiichan Shinanai,Manga,2,2756,6.82
Happy & Murphy,Manhwa,4,330,6.82
Jisshoku! Akuma no Mi!!,One-shot,NULL,6848,6.82
Cross Ange: Tenshi to Ryuu no Rondo,Manga,3,1364,6.82
Yappari Nui ja Dame!,Manga,1,651,6.82
"Kyou, Curry!",Manga,1,867,6.82
Pajama na Kanojo.,Manga,3,7117,6.82
Mahoutsukai Reimeiki,Manga,NULL,1449,6.82
Tensei shite Inaka de Slow Life wo Okuritai,Manga,NULL,3800,6.82
"Hatsukoi, Katakoi.: Mou Tomodachi ja Irarenai",Manga,1,541,6.82
Die or Like Me,Manhwa,10,788,6.82
Yukimura-sensei to Kei-kun,Manga,1,3398,6.82
Shinkon (Kari) Chuu,Manga,1,616,6.82
Code Geass: Shikkoku no Renya,Manga,7,7164,6.82
Yuta-san wa Mama Naranai!,Manga,1,660,6.82
Osaka Banpaku,Manga,1,1101,6.82
Kinyoubi wa Hatsukoi,Manga,1,389,6.82
Random Walk,Manga,3,4026,6.82
Tokku Hakkenshi [code:T-8],Manga,5,926,6.82
Seiken Gakuin no Makentsukai,Light-Novel,NULL,1884,6.82
Shinobuna! Chiyo-chan,Manga,4,1286,6.82
The Knockout Makers,Manga,3,479,6.82
Kanaete! Yuri Yousei,Manga,1,585,6.82
Kangibanka,Manga,4,666,6.82
Itsuka Minoreba,Manga,2,1146,6.82
Dageki Joi Saori,Manga,2,1213,6.82
Hatsukoi Rhapsody,One-shot,NULL,1071,6.82
Kamiki Kyoudai Okotowari,Manga,6,2369,6.82
Suki ni Natte wa Ikenai Hito,Manga,1,719,6.82
Idol no Akahon,Manga,1,597,6.82
Shichiha Gojuuroku,Manga,4,830,6.82
Majimoji Rurumo,Manga,7,1939,6.82
Hoo ni Shizumu,Manga,1,749,6.82
Obokoi Majo wa Majiwaritai!,Manga,NULL,858,6.82
Maniattemasu!,Manga,2,1669,6.82
Sekai Saikyou no Kouei: Meikyuukoku no Shinjin Tansakusha,Manga,NULL,6974,6.82
Fiery Enemies,Manhwa,NULL,285,6.82
Hoshi yo Oka yo Fuyu no Ao yo,Manga,1,997,6.82
Kasou Genjitsu Renairon,Manga,1,435,6.82
raven;od,Manga,NULL,1572,6.82
Onihime,One-shot,NULL,341,6.82
Akaten☆Hero!,Manga,3,650,6.82
"Sensei, Shimekiri made Matte!",Manga,3,443,6.82
S-kei Kareshi Zukan!,Manga,1,631,6.82
Gal to Bocchi,Manga,2,1014,6.82
Dragon Who,Manhwa,5,5690,6.82
Umineko no Naku Koro ni Episode X: Rokkenjima of Higurashi Crying,Manga,2,2454,6.82
Sekigae Game,Manga,1,908,6.82
"S-Rank Party kara Kaiko sareta ""Jugushi"": ""Noroi no Item"" shika Tsukuremasen ga, Sono Seinou wa Artifact-kyuu nari......!",Manga,NULL,1960,6.82
Love Score,Manga,2,2769,6.82
"Dainana Ouji ni Umareta kedo, Nani Surya Ii noNULL",Manga,NULL,793,6.82
Yuusha ni Haiboku shita Maou-sama wa Kaerizaku Tame ni Mamono Guild wo Tsukuru Koto ni Shimashita.,Manga,NULL,940,6.82
Wanderful Days,One-shot,NULL,580,6.82
Nijiiro no Cinderella,Manga,1,547,6.82
Tokyo Boys & Girls,Manga,5,1938,6.82
World Customize Creator,Manga,8,22738,6.82
Meikyuu Metro: Mezametara Saikyoushoku Datta node Shimarisu wo Tsurete Shinsekai wo Aruku,Manga,NULL,660,6.82
Anadorenai ne Kitami-kun,Manga,2,770,6.82
Elissa's Whirlwind Marriage,Manhwa,NULL,767,6.82
Ura Peach Girl,Manga,3,2689,6.82
Freeter ga Jimi ni Isekai Teni suru Manga,Manga,1,1159,6.82
